mouse_ensembl_gene,expected,observed,p,q,gene
ENSMUSG00000049744,0.520501882004786,5,0.00020689786054107784,0.015772973341604928,Arhgap15
ENSMUSG00000049751,0.2749129658475982,0,1.0,1.0,Rpl36al
ENSMUSG00000049755,0.2749129658475982,1,0.2403617651821572,1.0,Zfp672
ENSMUSG00000049760,0.2749129658475982,0,1.0,1.0,Micos13
ENSMUSG00000049764,0.573651722068655,0,1.0,1.0,Zfp280b
ENSMUSG00000049775,0.5351639068499912,0,1.0,1.0,Tmsb4x
ENSMUSG00000049791,0.573651722068655,0,1.0,1.0,Fzd4
ENSMUSG00000049792,0.5663207096460523,0,1.0,1.0,Bag5
ENSMUSG00000049796,0.5663207096460523,0,1.0,1.0,Crh
ENSMUSG00000049799,0.0971359145994847,0,1.0,1.0,Lrrc19
ENSMUSG00000049800,0.5663207096460523,0,1.0,1.0,Sertad2
ENSMUSG00000049804,0.573651722068655,0,1.0,1.0,Armcx4
ENSMUSG00000049807,0.573651722068655,1,0.43653593694915777,1.0,Arhgap23
ENSMUSG00000049811,0.5663207096460523,0,1.0,1.0,Fam161a
ENSMUSG00000049823,0.573651722068655,1,0.43653593694915777,1.0,Zbtb12
ENSMUSG00000049848,0.5663207096460523,0,1.0,1.0,Ceacam19
ENSMUSG00000049858,0.573651722068655,0,1.0,1.0,Suox
ENSMUSG00000049866,0.573651722068655,0,1.0,1.0,Arl4c
ENSMUSG00000049871,0.2877422375871528,0,1.0,1.0,Nlrc3
ENSMUSG00000049872,0.573651722068655,0,1.0,1.0,Calhm5
ENSMUSG00000049878,0.573651722068655,1,0.43653593694915777,1.0,Rlf
ENSMUSG00000049882,0.2749129658475982,0,1.0,1.0,Vcpkmt
ENSMUSG00000049892,0.2749129658475982,0,1.0,1.0,Rasd1
ENSMUSG00000049894,0.5644879565404016,1,0.4313487536251487,1.0,Olfr808
ENSMUSG00000049897,0.573651722068655,0,1.0,1.0,Stkld1
ENSMUSG00000049902,0.2749129658475982,0,1.0,1.0,4921517D22Rik
ENSMUSG00000049904,0.5663207096460523,0,1.0,1.0,Tmem17
ENSMUSG00000049907,0.5663207096460523,1,0.4323899965009572,1.0,Rasl11b
ENSMUSG00000049908,0.573651722068655,0,1.0,1.0,Gja8
ENSMUSG00000049922,0.573651722068655,0,1.0,1.0,Slc35c1
ENSMUSG00000049928,0.2749129658475982,1,0.2403617651821572,1.0,Glp2r
ENSMUSG00000049929,0.4105366956657467,0,1.0,1.0,Lpar4
ENSMUSG00000049932,0.520501882004786,0,1.0,1.0,H2afx
ENSMUSG00000049939,0.573651722068655,2,0.11330380685624099,1.0,Lrrc4
ENSMUSG00000049940,0.573651722068655,0,1.0,1.0,Pgrmc2
ENSMUSG00000049950,0.2987387562210567,0,1.0,1.0,Rpp38
ENSMUSG00000049957,0.573651722068655,0,1.0,1.0,Ccdc137
ENSMUSG00000049960,0.5663207096460523,0,1.0,1.0,Mrps16
ENSMUSG00000049969,0.573651722068655,0,1.0,1.0,Plekhf2
ENSMUSG00000049971,0.573651722068655,0,1.0,1.0,Glt1d1
ENSMUSG00000049985,0.5663207096460523,1,0.4323899965009572,1.0,Ankrd55
ENSMUSG00000049988,0.573651722068655,0,1.0,1.0,Lrrc25
ENSMUSG00000049999,0.573651722068655,0,1.0,1.0,Ppp1r3d
ENSMUSG00000050002,0.2749129658475982,0,1.0,1.0,Idnk
ENSMUSG00000050010,0.2749129658475982,0,1.0,1.0,Shisa3
ENSMUSG00000050015,0.5406621661669432,0,1.0,1.0,Olfr350
ENSMUSG00000050017,0.5663207096460523,0,1.0,1.0,Pitpnb
ENSMUSG00000050022,0.573651722068655,0,1.0,1.0,Amz1
ENSMUSG00000050028,0.2749129658475982,0,1.0,1.0,Olfr745
ENSMUSG00000050029,0.2749129658475982,0,1.0,1.0,Rap2c
ENSMUSG00000050030,0.2749129658475982,0,1.0,1.0,Olfr728
ENSMUSG00000050043,0.5516586848008471,0,1.0,1.0,Tmx2
ENSMUSG00000050050,0.573651722068655,2,0.11330380685624099,1.0,Ccdc158
ENSMUSG00000050052,0.5186691288991353,0,1.0,1.0,Tdrp
ENSMUSG00000050058,0.573651722068655,0,1.0,1.0,Prm3
ENSMUSG00000050063,0.520501882004786,0,1.0,1.0,Klk6
ENSMUSG00000050064,0.5626552034347511,1,0.43030560065839774,1.0,Zfp697
ENSMUSG00000050069,0.573651722068655,2,0.11330380685624099,1.0,Grem2
ENSMUSG00000050074,0.573651722068655,0,1.0,1.0,Spink8
ENSMUSG00000050075,0.2749129658475982,0,1.0,1.0,Gpr171
ENSMUSG00000050079,0.0971359145994847,0,1.0,1.0,Rspry1
ENSMUSG00000050087,0.2749129658475982,0,1.0,1.0,Cby3
ENSMUSG00000050088,0.573651722068655,0,1.0,1.0,1600012H06Rik
ENSMUSG00000050089,0.2987387562210567,0,1.0,1.0,Akap4
ENSMUSG00000050100,0.5663207096460523,0,1.0,1.0,Hmx2
ENSMUSG00000050103,0.5406621661669432,2,0.10277612320649769,1.0,Agmo
ENSMUSG00000050105,0.573651722068655,0,1.0,1.0,Grrp1
ENSMUSG00000050106,0.573651722068655,1,0.43653593694915777,1.0,Tmc8
ENSMUSG00000050107,0.5663207096460523,0,1.0,1.0,Haspin
ENSMUSG00000050108,0.5663207096460523,2,0.11094069651718114,1.0,Bpifc
ENSMUSG00000050121,0.573651722068655,0,1.0,1.0,Opalin
ENSMUSG00000050122,0.5406621661669432,0,1.0,1.0,Vwa3b
ENSMUSG00000050132,0.5663207096460523,0,1.0,1.0,Sarm1
ENSMUSG00000050134,0.573651722068655,0,1.0,1.0,Olfr430
ENSMUSG00000050138,0.573651722068655,0,1.0,1.0,Kcnk12
ENSMUSG00000050144,0.573651722068655,0,1.0,1.0,Slc25a44
ENSMUSG00000050147,0.5663207096460523,0,1.0,1.0,F2rl3
ENSMUSG00000050148,0.573651722068655,0,1.0,1.0,Ubqln2
ENSMUSG00000050150,0.573651722068655,0,1.0,1.0,Slc9b1
ENSMUSG00000050157,0.573651722068655,0,1.0,1.0,Gm867
ENSMUSG00000050164,0.4985088447369781,0,1.0,1.0,Mchr1
ENSMUSG00000050174,0.5406621661669432,0,1.0,1.0,Nudt6
ENSMUSG00000050188,0.573651722068655,0,1.0,1.0,Lsm10
ENSMUSG00000050192,0.573651722068655,0,1.0,1.0,Eif5a2
ENSMUSG00000050199,0.573651722068655,0,1.0,1.0,Lgr4
ENSMUSG00000050201,0.573651722068655,0,1.0,1.0,Otop2
ENSMUSG00000050211,0.573651722068655,2,0.11330380685624099,1.0,Pla2g4e
ENSMUSG00000050212,0.573651722068655,0,1.0,1.0,Eva1b
ENSMUSG00000050213,0.573651722068655,0,1.0,1.0,Snip1
ENSMUSG00000050217,0.573651722068655,0,1.0,1.0,Lgsn
ENSMUSG00000050222,0.2749129658475982,0,1.0,1.0,Il17d
ENSMUSG00000050229,0.573651722068655,0,1.0,1.0,Pigm
ENSMUSG00000050232,0.5699862158573537,0,1.0,1.0,Cxcr3
ENSMUSG00000050234,0.573651722068655,0,1.0,1.0,Gja4
ENSMUSG00000050239,0.573651722068655,0,1.0,1.0,Krtap24-1
ENSMUSG00000050240,0.5663207096460523,0,1.0,1.0,Hic2
ENSMUSG00000050244,0.5333311537443406,1,0.41335250184093214,1.0,Heatr1
ENSMUSG00000050248,0.5406621661669432,0,1.0,1.0,Evc2
ENSMUSG00000050270,0.2749129658475982,0,1.0,1.0,Tmem220
ENSMUSG00000050271,0.5406621661669432,1,0.4176374960736973,1.0,Prag1
ENSMUSG00000050272,0.573651722068655,3,0.0205924728283804,0.38435548033210987,Dscam
ENSMUSG00000050276,0.573651722068655,0,1.0,1.0,Mrgprg
ENSMUSG00000050288,0.5699862158573537,0,1.0,1.0,Fzd2
ENSMUSG00000050295,0.573651722068655,0,1.0,1.0,Foxc1
ENSMUSG00000050296,0.573651722068655,1,0.43653593694915777,1.0,Abca12
ENSMUSG00000050304,0.5406621661669432,0,1.0,1.0,Slc25a2
ENSMUSG00000050310,0.2987387562210567,0,1.0,1.0,Rictor
ENSMUSG00000050312,0.2749129658475982,0,1.0,1.0,Nsun3
ENSMUSG00000050315,0.573651722068655,2,0.11330380685624099,1.0,Synpo2
ENSMUSG00000050321,0.5663207096460523,4,0.0027365078379901864,0.08885028668903815,Neto1
ENSMUSG00000050323,0.573651722068655,0,1.0,1.0,Ndufaf6
ENSMUSG00000050328,0.5699862158573537,0,1.0,1.0,Hoxc12
ENSMUSG00000050332,0.0971359145994847,0,1.0,1.0,Amer1
ENSMUSG00000050335,0.5663207096460523,0,1.0,1.0,Lgals3
ENSMUSG00000050350,0.573651722068655,0,1.0,1.0,Gpr18
ENSMUSG00000050357,0.4105366956657467,0,1.0,1.0,Carmil2
ENSMUSG00000050359,0.573651722068655,0,1.0,1.0,Sprr1a
ENSMUSG00000050368,0.573651722068655,0,1.0,1.0,Hoxd10
ENSMUSG00000050370,0.573651722068655,0,1.0,1.0,Ch25h
ENSMUSG00000050373,0.573651722068655,0,1.0,1.0,Snx21
ENSMUSG00000050377,0.5663207096460523,0,1.0,1.0,Il31ra
ENSMUSG00000050379,0.5406621661669432,2,0.10277612320649769,1.0,Sept6
ENSMUSG00000050382,0.5663207096460523,0,1.0,1.0,Kif7
ENSMUSG00000050390,0.573651722068655,0,1.0,1.0,C77080
ENSMUSG00000050394,0.573651722068655,0,1.0,1.0,Armcx6
ENSMUSG00000050395,0.2749129658475982,0,1.0,1.0,Tnfsf15
ENSMUSG00000050397,0.5553241910121484,0,1.0,1.0,Foxl2
ENSMUSG00000050410,0.573651722068655,0,1.0,1.0,Tcf19
ENSMUSG00000050423,0.573651722068655,1,0.43653593694915777,1.0,Ppp1r3g
ENSMUSG00000050424,0.5663207096460523,0,1.0,1.0,Pnma5
ENSMUSG00000050428,0.573651722068655,0,1.0,1.0,Fbxo46
ENSMUSG00000050439,0.4985088447369781,1,0.3925642342428429,1.0,Enthd1
ENSMUSG00000050440,0.573651722068655,0,1.0,1.0,Hamp
ENSMUSG00000050445,0.573651722068655,0,1.0,1.0,Cyp8b1
ENSMUSG00000050447,0.2749129658475982,0,1.0,1.0,Lypd6
ENSMUSG00000050463,0.5699862158573537,0,1.0,1.0,Krt78
ENSMUSG00000050468,0.573651722068655,0,1.0,1.0,Astl
ENSMUSG00000050471,0.573651722068655,1,0.43653593694915777,1.0,Fam118b
ENSMUSG00000050473,0.5663207096460523,0,1.0,1.0,Slc35d3
ENSMUSG00000050493,0.5644879565404016,0,1.0,1.0,Fam167b
ENSMUSG00000050503,0.2749129658475982,0,1.0,1.0,Fbxl22
ENSMUSG00000050505,0.573651722068655,0,1.0,1.0,Pcdh20
ENSMUSG00000050511,0.5663207096460523,0,1.0,1.0,Oprd1
ENSMUSG00000050520,0.573651722068655,0,1.0,1.0,Cldn8
ENSMUSG00000050530,0.2987387562210567,4,0.0002616304147634172,0.017102132473308284,Fam171a1
ENSMUSG00000050541,0.520501882004786,0,1.0,1.0,Adra1b
ENSMUSG00000050545,0.2877422375871528,0,1.0,1.0,Fam228b
ENSMUSG00000050549,0.573651722068655,0,1.0,1.0,Fam241a
ENSMUSG00000050552,0.573651722068655,0,1.0,1.0,Lamtor4
ENSMUSG00000050553,0.573651722068655,0,1.0,1.0,Gk2
ENSMUSG00000050555,0.573651722068655,0,1.0,1.0,Hyls1
ENSMUSG00000050556,0.5351639068499912,2,0.10104900072186919,1.0,Kcnb1
ENSMUSG00000050558,0.5663207096460523,1,0.4323899965009572,1.0,Prokr2
ENSMUSG00000050565,0.520501882004786,2,0.09648396017258255,1.0,Tor1aip2
ENSMUSG00000050567,0.2749129658475982,0,1.0,1.0,Maml1
ENSMUSG00000050577,0.5663207096460523,0,1.0,1.0,Olfr1038-ps
ENSMUSG00000050578,0.2987387562210567,0,1.0,1.0,Mmp13
ENSMUSG00000050587,0.573651722068655,4,0.0028644673549255584,0.08885028668903815,Lrrc4c
ENSMUSG00000050592,0.573651722068655,0,1.0,1.0,Fam78a
ENSMUSG00000050600,0.573651722068655,0,1.0,1.0,Zfp831
ENSMUSG00000050605,0.5663207096460523,0,1.0,1.0,Zfp61
ENSMUSG00000050608,0.573651722068655,2,0.11330380685624099,1.0,Micos10
ENSMUSG00000050612,0.2749129658475982,0,1.0,1.0,Txndc2
ENSMUSG00000050613,0.5406621661669432,0,1.0,1.0,Olfr125
ENSMUSG00000050619,0.573651722068655,0,1.0,1.0,Zscan29
ENSMUSG00000050623,0.2987387562210567,0,1.0,1.0,Catsperz
ENSMUSG00000050627,0.573651722068655,0,1.0,1.0,Gpd1l
ENSMUSG00000050628,0.573651722068655,0,1.0,1.0,Ubald2
ENSMUSG00000050640,0.5553241910121484,1,0.4261138177067838,1.0,Tmem150c
ENSMUSG00000050641,0.573651722068655,0,1.0,1.0,BC048562
ENSMUSG00000050645,0.573651722068655,0,1.0,1.0,Defb19
ENSMUSG00000050663,0.5663207096460523,3,0.01991899867616174,0.38435548033210987,Trhde
ENSMUSG00000050666,0.573651722068655,1,0.43653593694915777,1.0,Vstm4
ENSMUSG00000050668,0.5663207096460523,0,1.0,1.0,Gpatch11
ENSMUSG00000050671,0.5663207096460523,0,1.0,1.0,Ism2
ENSMUSG00000050675,0.573651722068655,0,1.0,1.0,Gp1ba
ENSMUSG00000050677,0.5406621661669432,0,1.0,1.0,Ccdc96
ENSMUSG00000050685,0.2749129658475982,0,1.0,1.0,Ccdc54
ENSMUSG00000050697,0.2877422375871528,0,1.0,1.0,Prkaa1
ENSMUSG00000050700,0.573651722068655,0,1.0,1.0,Emilin3
ENSMUSG00000050705,0.573651722068655,0,1.0,1.0,2310061I04Rik
ENSMUSG00000050708,0.573651722068655,0,1.0,1.0,Ftl1
ENSMUSG00000050711,0.5663207096460523,1,0.4323899965009572,1.0,Scg2
ENSMUSG00000050714,0.5406621661669432,0,1.0,1.0,Zbtb26
ENSMUSG00000050721,0.2749129658475982,0,1.0,1.0,Plekho2
ENSMUSG00000050730,0.2987387562210567,2,0.036656420279590346,0.6040034361727312,Arhgap42
ENSMUSG00000050732,0.5663207096460523,0,1.0,1.0,Vamp8
ENSMUSG00000050737,0.573651722068655,0,1.0,1.0,Ptges
ENSMUSG00000050742,0.5663207096460523,0,1.0,1.0,Olfr164
ENSMUSG00000050747,0.5406621661669432,0,1.0,1.0,Trim15
ENSMUSG00000050751,0.573651722068655,0,1.0,1.0,Pgbd5
ENSMUSG00000050761,0.573651722068655,0,1.0,1.0,Gp1bb
ENSMUSG00000050762,0.5663207096460523,0,1.0,1.0,Prss27
ENSMUSG00000050777,0.573651722068655,0,1.0,1.0,Tmem37
ENSMUSG00000050783,0.2749129658475982,1,0.2403617651821572,1.0,Htr1f
ENSMUSG00000050786,0.5663207096460523,0,1.0,1.0,Ccdc126
ENSMUSG00000050788,0.573651722068655,0,1.0,1.0,Olfr419
ENSMUSG00000050796,0.520501882004786,0,1.0,1.0,B3galt6
ENSMUSG00000050799,0.5663207096460523,0,1.0,1.0,Hist1h2ba
ENSMUSG00000050808,0.573651722068655,0,1.0,1.0,Muc15
ENSMUSG00000050812,0.2749129658475982,1,0.2403617651821572,1.0,Ecpas
ENSMUSG00000050821,0.5663207096460523,0,1.0,1.0,Fam131a
ENSMUSG00000050822,0.573651722068655,0,1.0,1.0,Slc29a4
ENSMUSG00000050824,0.573651722068655,0,1.0,1.0,Sstr5
ENSMUSG00000050830,0.573651722068655,2,0.11330380685624099,1.0,Vwc2
ENSMUSG00000050840,0.573651722068655,8,1.7496006378480958e-07,2.9713762119810282e-05,Cdh20
ENSMUSG00000050846,0.573651722068655,0,1.0,1.0,Zfp623
ENSMUSG00000050853,0.573651722068655,0,1.0,1.0,Olfr958
ENSMUSG00000050854,0.573651722068655,0,1.0,1.0,Tmem125
ENSMUSG00000050856,0.573651722068655,0,1.0,1.0,Atp5k
ENSMUSG00000050860,0.0971359145994847,0,1.0,1.0,Phospho1
ENSMUSG00000050866,0.573651722068655,0,1.0,1.0,Clrn3
ENSMUSG00000050875,0.2749129658475982,1,0.2403617651821572,1.0,Minar2
ENSMUSG00000050890,0.573651722068655,0,1.0,1.0,Pdik1l
ENSMUSG00000050891,0.2749129658475982,0,1.0,1.0,Tatdn1
ENSMUSG00000050896,0.5644879565404016,0,1.0,1.0,Rtn4rl2
ENSMUSG00000050901,0.5663207096460523,0,1.0,1.0,Mtnr1b
ENSMUSG00000050908,0.573651722068655,0,1.0,1.0,Tvp23a
ENSMUSG00000050910,0.573651722068655,0,1.0,1.0,Cdr2l
ENSMUSG00000050912,0.2987387562210567,0,1.0,1.0,Tmem123
ENSMUSG00000050914,0.5663207096460523,0,1.0,1.0,Ankrd37
ENSMUSG00000050917,0.573651722068655,0,1.0,1.0,Fgf4
ENSMUSG00000050919,0.5553241910121484,1,0.4261138177067838,1.0,Zfp366
ENSMUSG00000050921,0.4105366956657467,0,1.0,1.0,P2ry10
ENSMUSG00000050926,0.520501882004786,0,1.0,1.0,Dcaf12l2
ENSMUSG00000050930,0.573651722068655,0,1.0,1.0,Map10
ENSMUSG00000050931,0.557156944117799,2,0.10800545090226683,1.0,Sgms2
ENSMUSG00000050944,0.573651722068655,0,1.0,1.0,Efcab5
ENSMUSG00000050945,0.2877422375871528,0,1.0,1.0,Zfp438
ENSMUSG00000050947,0.573651722068655,0,1.0,1.0,Amigo1
ENSMUSG00000050953,0.2749129658475982,1,0.2403617651821572,1.0,Gja1
ENSMUSG00000050954,0.5663207096460523,0,1.0,1.0,Zfp169
ENSMUSG00000050957,0.573651722068655,0,1.0,1.0,Insl6
ENSMUSG00000050963,0.573651722068655,0,1.0,1.0,Kcns2
ENSMUSG00000050965,0.573651722068655,7,2.4604209740711366e-06,0.0002930805622794598,Prkca
ENSMUSG00000050966,0.573651722068655,0,1.0,1.0,Lin28a
ENSMUSG00000050967,0.573651722068655,0,1.0,1.0,Creg2
ENSMUSG00000050973,0.4985088447369781,0,1.0,1.0,Gdpgp1
ENSMUSG00000050989,0.573651722068655,0,1.0,1.0,Selenon
ENSMUSG00000050994,0.573651722068655,2,0.11330380685624099,1.0,Adgb
ENSMUSG00000050996,0.2987387562210567,0,1.0,1.0,Cetn1
ENSMUSG00000051000,0.557156944117799,1,0.42716464614099064,1.0,Fam160a1
ENSMUSG00000051003,0.2987387562210567,0,1.0,1.0,Olfr161
ENSMUSG00000051007,0.573651722068655,0,1.0,1.0,Gatd1
ENSMUSG00000051022,0.573651722068655,4,0.0028644673549255584,0.08885028668903815,Hs3st1
ENSMUSG00000051036,0.573651722068655,0,1.0,1.0,Ttc24
ENSMUSG00000051041,0.573651722068655,0,1.0,1.0,Olfml1
ENSMUSG00000051043,0.573651722068655,0,1.0,1.0,Gprc5c
ENSMUSG00000051048,0.5663207096460523,0,1.0,1.0,P4ha3
ENSMUSG00000051050,0.520501882004786,0,1.0,1.0,Spink14
ENSMUSG00000051056,0.573651722068655,0,1.0,1.0,Gja10
ENSMUSG00000051062,0.573651722068655,0,1.0,1.0,Fbll1
ENSMUSG00000051065,0.573651722068655,1,0.43653593694915777,1.0,Mb21d2
ENSMUSG00000051067,0.4985088447369781,0,1.0,1.0,Lingo3
ENSMUSG00000051076,0.5663207096460523,0,1.0,1.0,Vtcn1
ENSMUSG00000051079,0.573651722068655,0,1.0,1.0,Rgs13
ENSMUSG00000051095,0.573651722068655,0,1.0,1.0,Olfr986
ENSMUSG00000051098,0.4985088447369781,0,1.0,1.0,Mblac2
ENSMUSG00000051111,0.0971359145994847,0,1.0,1.0,Sv2c
ENSMUSG00000051113,0.520501882004786,0,1.0,1.0,Fam71e1
ENSMUSG00000051136,0.573651722068655,0,1.0,1.0,Ghsr
ENSMUSG00000051146,0.5663207096460523,0,1.0,1.0,Camk2n2
ENSMUSG00000051147,0.2749129658475982,0,1.0,1.0,Nat2
ENSMUSG00000051149,0.573651722068655,0,1.0,1.0,Adnp
ENSMUSG00000051154,0.573651722068655,0,1.0,1.0,Commd3
ENSMUSG00000051159,0.5699862158573537,0,1.0,1.0,Cited1
ENSMUSG00000051166,0.5553241910121484,1,0.4261138177067838,1.0,Eml5
ENSMUSG00000051169,0.5663207096460523,0,1.0,1.0,Rpusd3
ENSMUSG00000051176,0.573651722068655,0,1.0,1.0,Zfp42
ENSMUSG00000051177,0.573651722068655,2,0.11330380685624099,1.0,Plcb1
ENSMUSG00000051180,0.573651722068655,0,1.0,1.0,Olfr522
ENSMUSG00000051184,0.2877422375871528,0,1.0,1.0,Zfp524
ENSMUSG00000051185,0.0971359145994847,0,1.0,1.0,Fam174a
ENSMUSG00000051190,0.5663207096460523,0,1.0,1.0,Olfr1356
ENSMUSG00000051207,0.573651722068655,0,1.0,1.0,Mrgprd
ENSMUSG00000051209,0.5663207096460523,0,1.0,1.0,Gpr119
ENSMUSG00000051212,0.573651722068655,0,1.0,1.0,Gpr183
ENSMUSG00000051220,0.5699862158573537,0,1.0,1.0,Ercc6l
ENSMUSG00000051223,0.2749129658475982,0,1.0,1.0,Bzw1
ENSMUSG00000051224,0.5351639068499912,0,1.0,1.0,Tceanc
ENSMUSG00000051225,0.2749129658475982,0,1.0,1.0,Fam83a
ENSMUSG00000051228,0.5186691288991353,0,1.0,1.0,Nyx
ENSMUSG00000051232,0.5663207096460523,0,1.0,1.0,Tmem199
ENSMUSG00000051234,0.573651722068655,0,1.0,1.0,Rnf7
ENSMUSG00000051235,0.573651722068655,1,0.43653593694915777,1.0,Gen1
ENSMUSG00000051236,0.573651722068655,1,0.43653593694915777,1.0,Msrb3
ENSMUSG00000051238,0.5663207096460523,0,1.0,1.0,Swsap1
ENSMUSG00000051243,0.2749129658475982,0,1.0,1.0,Islr2
ENSMUSG00000051246,0.573651722068655,0,1.0,1.0,Msantd1
ENSMUSG00000051251,0.573651722068655,0,1.0,1.0,Nhlh1
ENSMUSG00000051256,0.5663207096460523,0,1.0,1.0,Jagn1
ENSMUSG00000051276,0.573651722068655,0,1.0,1.0,Actrt2
ENSMUSG00000051278,0.573651722068655,2,0.11330380685624099,1.0,Zgrf1
ENSMUSG00000051279,0.2987387562210567,0,1.0,1.0,Gdf6
ENSMUSG00000051285,0.2987387562210567,0,1.0,1.0,Pcmtd1
ENSMUSG00000051306,0.573651722068655,0,1.0,1.0,Usp42
ENSMUSG00000051314,0.573651722068655,0,1.0,1.0,Ffar2
ENSMUSG00000051316,0.5406621661669432,0,1.0,1.0,Taf7
ENSMUSG00000051319,0.573651722068655,0,1.0,1.0,Mtln
ENSMUSG00000051323,0.573651722068655,2,0.11330380685624099,1.0,Pcdh19
ENSMUSG00000051329,0.5663207096460523,0,1.0,1.0,Nup160
ENSMUSG00000051331,0.573651722068655,4,0.0028644673549255584,0.08885028668903815,Cacna1c
ENSMUSG00000051335,0.573651722068655,0,1.0,1.0,Gfod1
ENSMUSG00000051339,0.5663207096460523,4,0.0027365078379901864,0.08885028668903815,2900026A02Rik
ENSMUSG00000051343,0.557156944117799,0,1.0,1.0,Rab11fip5
ENSMUSG00000051344,0.2749129658475982,0,1.0,1.0,Plekhm3
ENSMUSG00000051346,0.573651722068655,0,1.0,1.0,Spryd4
ENSMUSG00000051351,0.573651722068655,0,1.0,1.0,Zfp46
ENSMUSG00000051354,0.573651722068655,2,0.11330380685624099,1.0,Samd3
ENSMUSG00000051355,0.5663207096460523,1,0.4323899965009572,1.0,Commd1
ENSMUSG00000051359,0.5406621661669432,4,0.0023194932288715117,0.08885028668903815,Ncald
ENSMUSG00000051362,0.573651722068655,0,1.0,1.0,Olfr589
ENSMUSG00000051367,0.5663207096460523,0,1.0,1.0,Six1
ENSMUSG00000051373,0.573651722068655,0,1.0,1.0,Plpp7
ENSMUSG00000051375,0.573651722068655,0,1.0,1.0,Pcdh1
ENSMUSG00000051378,0.5699862158573537,0,1.0,1.0,Kif18b
ENSMUSG00000051379,0.573651722068655,0,1.0,1.0,Flrt3
ENSMUSG00000051390,0.573651722068655,0,1.0,1.0,Zbtb22
ENSMUSG00000051391,0.573651722068655,0,1.0,1.0,Ywhag
ENSMUSG00000051397,0.2749129658475982,0,1.0,1.0,Tacstd2
ENSMUSG00000051401,0.573651722068655,6,3.0348816940726304e-05,0.0025644002807107304,Kctd16
ENSMUSG00000051403,0.5663207096460523,1,0.4323899965009572,1.0,Ppp1r37
ENSMUSG00000051413,0.573651722068655,0,1.0,1.0,Plagl2
ENSMUSG00000051427,0.2877422375871528,0,1.0,1.0,Ccdc157
ENSMUSG00000051431,0.2749129658475982,0,1.0,1.0,Gpr87
ENSMUSG00000051435,0.573651722068655,3,0.0205924728283804,0.38435548033210987,Fhad1
ENSMUSG00000051437,0.573651722068655,0,1.0,1.0,Ubqlnl
ENSMUSG00000051439,0.5406621661669432,0,1.0,1.0,Cd14
ENSMUSG00000051444,0.5406621661669432,0,1.0,1.0,Bbs12
ENSMUSG00000051451,0.5663207096460523,0,1.0,1.0,Crebzf
ENSMUSG00000051452,0.5443276723782444,0,1.0,1.0,Gm11437
ENSMUSG00000051455,0.5699862158573537,0,1.0,1.0,Meioc
ENSMUSG00000051456,0.5663207096460523,0,1.0,1.0,Hspb3
ENSMUSG00000051457,0.573651722068655,0,1.0,1.0,Spn
ENSMUSG00000051469,0.5663207096460523,0,1.0,1.0,Zfp24
ENSMUSG00000051483,0.573651722068655,0,1.0,1.0,Cbr1
ENSMUSG00000051490,0.5663207096460523,0,1.0,1.0,Foxd4
ENSMUSG00000051495,0.573651722068655,0,1.0,1.0,Irf2bp2
ENSMUSG00000051497,0.5663207096460523,0,1.0,1.0,Kcnj16
ENSMUSG00000051498,0.2749129658475982,0,1.0,1.0,Tlr6
ENSMUSG00000051499,0.5663207096460523,0,1.0,1.0,Zfp786
ENSMUSG00000051502,0.573651722068655,0,1.0,1.0,Ufsp1
ENSMUSG00000051506,0.573651722068655,2,0.11330380685624099,1.0,Wdfy4
ENSMUSG00000051509,0.573651722068655,0,1.0,1.0,Olfr414
ENSMUSG00000051510,0.573651722068655,0,1.0,1.0,Mafg
ENSMUSG00000051515,0.573651722068655,0,1.0,1.0,Fam181b
ENSMUSG00000051517,0.520501882004786,0,1.0,1.0,Arhgef39
ENSMUSG00000051518,0.4985088447369781,0,1.0,1.0,Rps19bp1
ENSMUSG00000051527,0.2987387562210567,2,0.036656420279590346,0.6040034361727312,Usp29
ENSMUSG00000051528,0.573651722068655,0,1.0,1.0,Olfr424
ENSMUSG00000051550,0.2877422375871528,0,1.0,1.0,Zfp579
ENSMUSG00000051557,0.520501882004786,0,1.0,1.0,Pusl1
ENSMUSG00000051579,0.573651722068655,0,1.0,1.0,Tceal8
ENSMUSG00000051582,0.5663207096460523,0,1.0,1.0,Otud6a
ENSMUSG00000051586,0.573651722068655,0,1.0,1.0,Mical3
ENSMUSG00000051590,0.573651722068655,1,0.43653593694915777,1.0,Map3k19
ENSMUSG00000051592,0.2987387562210567,0,1.0,1.0,Ccnb3
ENSMUSG00000051593,0.2749129658475982,0,1.0,1.0,Olfr272
ENSMUSG00000051596,0.573651722068655,0,1.0,1.0,Otop1
ENSMUSG00000051599,0.5406621661669432,0,1.0,1.0,Pcdhb2
ENSMUSG00000051615,0.573651722068655,3,0.0205924728283804,0.38435548033210987,Rap2a
ENSMUSG00000051617,0.5553241910121484,0,1.0,1.0,Krt9
ENSMUSG00000051618,0.573651722068655,0,1.0,1.0,Ubqln3
ENSMUSG00000051627,0.5663207096460523,0,1.0,1.0,Hist1h1e
ENSMUSG00000051648,0.4105366956657467,0,1.0,1.0,Kctd19
ENSMUSG00000051650,0.573651722068655,0,1.0,1.0,B3gnt2
ENSMUSG00000051652,0.573651722068655,0,1.0,1.0,Lrrc3
ENSMUSG00000051663,0.5406621661669432,0,1.0,1.0,Pcdhb1
